iter,step,backtrack
6252,0.0009765625,10
6253,0.0009765625,10
6254,0.0009765625,10
6255,0.001953125,9
6256,0.0009765625,10
6257,0.0009765625,10
6258,0.0009765625,10
6259,0.001953125,9
6260,0.0009765625,10
6261,0.0009765625,10
6262,0.0009765625,10
6263,0.001953125,9
6264,0.0009765625,10
6265,0.0009765625,10
6266,0.0009765625,10
6267,0.0009765625,10
6268,0.001953125,9
6269,0.0009765625,10
6270,0.0009765625,10
6271,0.0009765625,10
6272,0.001953125,9
6273,0.0009765625,10
6274,0.0009765625,10
6275,0.0009765625,10
6276,0.001953125,9
6277,0.0009765625,10
6278,0.0009765625,10
6279,0.0009765625,10
6280,0.0009765625,10
6281,0.001953125,9
6282,0.0009765625,10
6283,0.0009765625,10
6284,0.0009765625,10
6285,0.001953125,9
6286,0.0009765625,10
6287,0.0009765625,10
6288,0.0009765625,10
6289,0.001953125,9
6290,0.0009765625,10
6291,0.0009765625,10
6292,0.0009765625,10
6293,0.001953125,9
6294,0.0009765625,10
6295,0.0009765625,10
6296,0.0009765625,10
6297,0.0009765625,10
6298,0.001953125,9
6299,0.0009765625,10
6300,0.0009765625,10
6301,0.0009765625,10
6302,0.001953125,9
6303,0.0009765625,10
6304,0.0009765625,10
6305,0.0009765625,10
6306,0.001953125,9
6307,0.0009765625,10
6308,0.0009765625,10
6309,0.0009765625,10
6310,0.0009765625,10
6311,0.001953125,9
6312,0.0009765625,10
6313,0.0009765625,10
6314,0.0009765625,10
6315,0.001953125,9
6316,0.0009765625,10
6317,0.0009765625,10
6318,0.0009765625,10
6319,0.001953125,9
6320,0.0009765625,10
6321,0.0009765625,10
6322,0.0009765625,10
6323,0.001953125,9
6324,0.0009765625,10
6325,0.0009765625,10
6326,0.0009765625,10
6327,0.0009765625,10
6328,0.001953125,9
6329,0.0009765625,10
6330,0.0009765625,10
6331,0.0009765625,10
6332,0.001953125,9
6333,0.0009765625,10
6334,0.0009765625,10
6335,0.0009765625,10
6336,0.001953125,9
6337,0.0009765625,10
6338,0.0009765625,10
6339,0.0009765625,10
6340,0.001953125,9
6341,0.0009765625,10
6342,0.0009765625,10
6343,0.0009765625,10
6344,0.0009765625,10
6345,0.001953125,9
6346,0.0009765625,10
6347,0.0009765625,10
6348,0.0009765625,10
6349,0.001953125,9
6350,0.0009765625,10
6351,0.0009765625,10
6352,0.0009765625,10
6353,0.001953125,9
6354,0.0009765625,10
6355,0.0009765625,10
6356,0.0009765625,10
6357,0.001953125,9
6358,0.0009765625,10
6359,0.0009765625,10
6360,0.0009765625,10
6361,0.001953125,9
6362,0.0009765625,10
6363,0.0009765625,10
6364,0.0009765625,10
6365,0.0009765625,10
6366,0.001953125,9
6367,0.0009765625,10
6368,0.0009765625,10
6369,0.0009765625,10
6370,0.001953125,9
6371,0.0009765625,10
6372,0.0009765625,10
6373,0.0009765625,10
6374,0.001953125,9
6375,0.0009765625,10
6376,0.0009765625,10
6377,0.0009765625,10
6378,0.001953125,9
6379,0.0009765625,10
6380,0.0009765625,10
6381,0.0009765625,10
6382,0.0009765625,10
6383,0.001953125,9
6384,0.0009765625,10
6385,0.0009765625,10
6386,0.0009765625,10
6387,0.001953125,9
6388,0.0009765625,10
6389,0.0009765625,10
6390,0.0009765625,10
6391,0.001953125,9
6392,0.0009765625,10
6393,0.0009765625,10
6394,0.0009765625,10
6395,0.0009765625,10
6396,0.001953125,9
6397,0.0009765625,10
6398,0.0009765625,10
6399,0.0009765625,10
6400,0.001953125,9
6401,0.0009765625,10
6402,0.0009765625,10
6403,0.0009765625,10
6404,0.001953125,9
6405,0.0009765625,10
6406,0.0009765625,10
6407,0.0009765625,10
6408,0.0009765625,10
6409,0.001953125,9
6410,0.0009765625,10
6411,0.0009765625,10
6412,0.0009765625,10
6413,0.001953125,9
6414,0.0009765625,10
6415,0.0009765625,10
6416,0.0009765625,10
6417,0.0009765625,10
6418,0.001953125,9
6419,0.0009765625,10
6420,0.0009765625,10
6421,0.0009765625,10
6422,0.001953125,9
6423,0.0009765625,10
6424,0.0009765625,10
6425,0.0009765625,10
6426,0.0009765625,10
6427,0.001953125,9
6428,0.0009765625,10
6429,0.0009765625,10
6430,0.0009765625,10
6431,0.001953125,9
6432,0.0009765625,10
6433,0.0009765625,10
6434,0.0009765625,10
6435,0.001953125,9
6436,0.0009765625,10
6437,0.0009765625,10
6438,0.0009765625,10
6439,0.0009765625,10
6440,0.001953125,9
6441,0.0009765625,10
6442,0.0009765625,10
6443,0.0009765625,10
6444,0.001953125,9
6445,0.0009765625,10
6446,0.0009765625,10
6447,0.0009765625,10
6448,0.0009765625,10
6449,0.001953125,9
6450,0.0009765625,10
6451,0.0009765625,10
6452,0.0009765625,10
6453,0.001953125,9
6454,0.0009765625,10
6455,0.0009765625,10
6456,0.0009765625,10
6457,0.001953125,9
6458,0.0009765625,10
6459,0.0009765625,10
6460,0.0009765625,10
6461,0.0009765625,10
6462,0.001953125,9
6463,0.0009765625,10
6464,0.0009765625,10
6465,0.0009765625,10
6466,0.001953125,9
6467,0.0009765625,10
6468,0.0009765625,10
6469,0.0009765625,10
6470,0.001953125,9
6471,0.0009765625,10
6472,0.0009765625,10
6473,0.0009765625,10
6474,0.0009765625,10
6475,0.001953125,9
6476,0.0009765625,10
6477,0.0009765625,10
6478,0.0009765625,10
6479,0.001953125,9
6480,0.0009765625,10
6481,0.0009765625,10
6482,0.0009765625,10
6483,0.001953125,9
6484,0.0009765625,10
6485,0.0009765625,10
6486,0.0009765625,10
6487,0.0009765625,10
6488,0.001953125,9
6489,0.0009765625,10
6490,0.0009765625,10
6491,0.0009765625,10
6492,0.001953125,9
6493,0.0009765625,10
6494,0.0009765625,10
6495,0.0009765625,10
6496,0.001953125,9
6497,0.0009765625,10
6498,0.0009765625,10
6499,0.0009765625,10
6500,0.001953125,9
6501,0.0009765625,10
6502,0.0009765625,10
6503,0.0009765625,10
6504,0.0009765625,10
6505,0.001953125,9
6506,0.0009765625,10
6507,0.0009765625,10
6508,0.0009765625,10
6509,0.001953125,9
6510,0.0009765625,10
6511,0.0009765625,10
6512,0.0009765625,10
6513,0.001953125,9
6514,0.0009765625,10
6515,0.0009765625,10
6516,0.0009765625,10
6517,0.0009765625,10
6518,0.001953125,9
6519,0.0009765625,10
6520,0.0009765625,10
6521,0.0009765625,10
6522,0.001953125,9
6523,0.0009765625,10
6524,0.0009765625,10
6525,0.0009765625,10
6526,0.001953125,9
6527,0.0009765625,10
6528,0.0009765625,10
6529,0.0009765625,10
6530,0.0009765625,10
6531,0.001953125,9
6532,0.0009765625,10
6533,0.0009765625,10
6534,0.0009765625,10
6535,0.001953125,9
6536,0.0009765625,10
6537,0.0009765625,10
6538,0.0009765625,10
6539,0.001953125,9
6540,0.0009765625,10
6541,0.0009765625,10
6542,0.0009765625,10
6543,0.0009765625,10
6544,0.001953125,9
6545,0.0009765625,10
6546,0.0009765625,10
6547,0.0009765625,10
6548,0.001953125,9
6549,0.0009765625,10
6550,0.0009765625,10
6551,0.0009765625,10
6552,0.001953125,9
6553,0.0009765625,10
6554,0.0009765625,10
6555,0.0009765625,10
6556,0.001953125,9
6557,0.0009765625,10
6558,0.0009765625,10
6559,0.0009765625,10
6560,0.0009765625,10
6561,0.001953125,9
6562,0.0009765625,10
6563,0.0009765625,10
6564,0.0009765625,10
6565,0.001953125,9
6566,0.0009765625,10
6567,0.0009765625,10
6568,0.0009765625,10
6569,0.001953125,9
6570,0.0009765625,10
6571,0.0009765625,10
6572,0.0009765625,10
6573,0.001953125,9
6574,0.0009765625,10
6575,0.0009765625,10
6576,0.0009765625,10
6577,0.0009765625,10
6578,0.001953125,9
6579,0.0009765625,10
6580,0.0009765625,10
6581,0.0009765625,10
6582,0.001953125,9
6583,0.0009765625,10
6584,0.0009765625,10
6585,0.0009765625,10
6586,0.001953125,9
6587,0.0009765625,10
6588,0.0009765625,10
6589,0.0009765625,10
6590,0.001953125,9
6591,0.0009765625,10
6592,0.0009765625,10
6593,0.0009765625,10
6594,0.0009765625,10
6595,0.001953125,9
6596,0.0009765625,10
6597,0.0009765625,10
6598,0.0009765625,10
6599,0.001953125,9
6600,0.0009765625,10
6601,0.0009765625,10
6602,0.0009765625,10
6603,0.001953125,9
6604,0.0009765625,10
6605,0.0009765625,10
6606,0.0009765625,10
6607,0.001953125,9
6608,0.0009765625,10
6609,0.0009765625,10
6610,0.0009765625,10
6611,0.0009765625,10
6612,0.001953125,9
6613,0.0009765625,10
6614,0.0009765625,10
6615,0.0009765625,10
6616,0.001953125,9
6617,0.0009765625,10
6618,0.0009765625,10
6619,0.0009765625,10
6620,0.001953125,9
6621,0.0009765625,10
6622,0.0009765625,10
6623,0.0009765625,10
6624,0.001953125,9
6625,0.0009765625,10
6626,0.0009765625,10
6627,0.0009765625,10
6628,0.0009765625,10
6629,0.001953125,9
6630,0.0009765625,10
6631,0.0009765625,10
6632,0.0009765625,10
6633,0.001953125,9
6634,0.0009765625,10
6635,0.0009765625,10
6636,0.0009765625,10
6637,0.001953125,9
6638,0.0009765625,10
6639,0.0009765625,10
6640,0.0009765625,10
6641,0.001953125,9
6642,0.0009765625,10
6643,0.0009765625,10
6644,0.0009765625,10
6645,0.0009765625,10
6646,0.001953125,9
6647,0.0009765625,10
6648,0.0009765625,10
6649,0.0009765625,10
6650,0.001953125,9
6651,0.0009765625,10
6652,0.0009765625,10
6653,0.0009765625,10
6654,0.001953125,9
6655,0.0009765625,10
6656,0.0009765625,10
6657,0.0009765625,10
6658,0.0009765625,10
6659,0.001953125,9
6660,0.0009765625,10
6661,0.0009765625,10
6662,0.0009765625,10
6663,0.001953125,9
6664,0.0009765625,10
6665,0.0009765625,10
6666,0.0009765625,10
6667,0.0009765625,10
6668,0.001953125,9
6669,0.0009765625,10
6670,0.0009765625,10
6671,0.0009765625,10
6672,0.001953125,9
6673,0.0009765625,10
6674,0.0009765625,10
6675,0.0009765625,10
6676,0.001953125,9
6677,0.0009765625,10
6678,0.0009765625,10
6679,0.0009765625,10
6680,0.0009765625,10
6681,0.001953125,9
6682,0.0009765625,10
6683,0.0009765625,10
6684,0.0009765625,10
6685,0.001953125,9
6686,0.0009765625,10
6687,0.0009765625,10
6688,0.0009765625,10
6689,0.0009765625,10
6690,0.001953125,9
6691,0.0009765625,10
6692,0.0009765625,10
6693,0.0009765625,10
6694,0.001953125,9
6695,0.0009765625,10
6696,0.0009765625,10
6697,0.0009765625,10
6698,0.0009765625,10
6699,0.001953125,9
6700,0.0009765625,10
6701,0.0009765625,10
6702,0.0009765625,10
6703,0.001953125,9
6704,0.0009765625,10
6705,0.0009765625,10
6706,0.0009765625,10
6707,0.001953125,9
6708,0.0009765625,10
6709,0.0009765625,10
6710,0.0009765625,10
6711,0.0009765625,10
6712,0.001953125,9
6713,0.0009765625,10
6714,0.0009765625,10
6715,0.0009765625,10
6716,0.001953125,9
6717,0.0009765625,10
6718,0.0009765625,10
6719,0.0009765625,10
6720,0.001953125,9
6721,0.0009765625,10
6722,0.0009765625,10
6723,0.0009765625,10
6724,0.0009765625,10
6725,0.001953125,9
6726,0.0009765625,10
6727,0.0009765625,10
6728,0.0009765625,10
6729,0.001953125,9
6730,0.0009765625,10
6731,0.0009765625,10
6732,0.0009765625,10
6733,0.001953125,9
6734,0.0009765625,10
6735,0.0009765625,10
6736,0.0009765625,10
6737,0.0009765625,10
6738,0.001953125,9
6739,0.0009765625,10
6740,0.0009765625,10
6741,0.0009765625,10
6742,0.001953125,9
6743,0.0009765625,10
6744,0.0009765625,10
6745,0.0009765625,10
6746,0.001953125,9
6747,0.0009765625,10
6748,0.0009765625,10
6749,0.0009765625,10
6750,0.0009765625,10
6751,0.001953125,9
6752,0.0009765625,10
6753,0.0009765625,10
6754,0.0009765625,10
6755,0.001953125,9
6756,0.0009765625,10
6757,0.0009765625,10
6758,0.0009765625,10
6759,0.001953125,9
6760,0.0009765625,10
6761,0.0009765625,10
6762,0.0009765625,10
6763,0.0009765625,10
6764,0.001953125,9
6765,0.0009765625,10
6766,0.0009765625,10
6767,0.0009765625,10
6768,0.001953125,9
6769,0.0009765625,10
6770,0.0009765625,10
6771,0.0009765625,10
6772,0.001953125,9
6773,0.0009765625,10
6774,0.0009765625,10
6775,0.0009765625,10
6776,0.0009765625,10
6777,0.001953125,9
6778,0.0009765625,10
6779,0.0009765625,10
6780,0.0009765625,10
6781,0.001953125,9
6782,0.0009765625,10
6783,0.0009765625,10
6784,0.0009765625,10
6785,0.001953125,9
6786,0.0009765625,10
6787,0.0009765625,10
6788,0.0009765625,10
6789,0.001953125,9
6790,0.0009765625,10
6791,0.0009765625,10
6792,0.0009765625,10
6793,0.0009765625,10
6794,0.001953125,9
6795,0.0009765625,10
6796,0.0009765625,10
6797,0.0009765625,10
6798,0.001953125,9
6799,0.0009765625,10
6800,0.0009765625,10
6801,0.0009765625,10
6802,0.001953125,9
6803,0.0009765625,10
6804,0.0009765625,10
6805,0.0009765625,10
6806,0.0009765625,10
6807,0.001953125,9
6808,0.0009765625,10
6809,0.0009765625,10
6810,0.0009765625,10
6811,0.001953125,9
6812,0.0009765625,10
6813,0.0009765625,10
6814,0.0009765625,10
6815,0.001953125,9
6816,0.0009765625,10
6817,0.0009765625,10
6818,0.0009765625,10
6819,0.001953125,9
6820,0.0009765625,10
6821,0.0009765625,10
6822,0.0009765625,10
6823,0.0009765625,10
6824,0.001953125,9
6825,0.0009765625,10
6826,0.0009765625,10
6827,0.0009765625,10
6828,0.001953125,9
6829,0.0009765625,10
6830,0.0009765625,10
6831,0.0009765625,10
6832,0.001953125,9
6833,0.0009765625,10
6834,0.0009765625,10
6835,0.0009765625,10
6836,0.0009765625,10
6837,0.001953125,9
6838,0.0009765625,10
6839,0.0009765625,10
6840,0.0009765625,10
6841,0.001953125,9
6842,0.0009765625,10
6843,0.0009765625,10
6844,0.0009765625,10
6845,0.001953125,9
6846,0.0009765625,10
6847,0.0009765625,10
6848,0.0009765625,10
6849,0.001953125,9
6850,0.0009765625,10
6851,0.0009765625,10
6852,0.0009765625,10
6853,0.0009765625,10
6854,0.001953125,9
6855,0.0009765625,10
6856,0.0009765625,10
6857,0.0009765625,10
6858,0.001953125,9
6859,0.0009765625,10
6860,0.0009765625,10
6861,0.0009765625,10
6862,0.001953125,9
6863,0.0009765625,10
6864,0.0009765625,10
6865,0.0009765625,10
6866,0.001953125,9
6867,0.0009765625,10
6868,0.0009765625,10
6869,0.0009765625,10
6870,0.001953125,9
6871,0.0009765625,10
6872,0.0009765625,10
6873,0.0009765625,10
6874,0.0009765625,10
6875,0.001953125,9
6876,0.0009765625,10
6877,0.0009765625,10
6878,0.0009765625,10
6879,0.001953125,9
6880,0.0009765625,10
6881,0.0009765625,10
6882,0.0009765625,10
6883,0.001953125,9
6884,0.0009765625,10
6885,0.0009765625,10
6886,0.0009765625,10
6887,0.001953125,9
6888,0.0009765625,10
6889,0.0009765625,10
6890,0.0009765625,10
6891,0.0009765625,10
6892,0.001953125,9
6893,0.0009765625,10
6894,0.0009765625,10
6895,0.0009765625,10
6896,0.001953125,9
6897,0.0009765625,10
6898,0.0009765625,10
6899,0.0009765625,10
6900,0.001953125,9
6901,0.0009765625,10
6902,0.0009765625,10
6903,0.0009765625,10
6904,0.0009765625,10
6905,0.001953125,9
6906,0.0009765625,10
6907,0.0009765625,10
6908,0.0009765625,10
6909,0.001953125,9
6910,0.0009765625,10
6911,0.0009765625,10
6912,0.0009765625,10
6913,0.001953125,9
6914,0.0009765625,10
6915,0.0009765625,10
6916,0.0009765625,10
6917,0.0009765625,10
6918,0.001953125,9
6919,0.0009765625,10
6920,0.0009765625,10
6921,0.0009765625,10
6922,0.001953125,9
6923,0.0009765625,10
6924,0.0009765625,10
6925,0.0009765625,10
6926,0.0009765625,10
6927,0.001953125,9
6928,0.0009765625,10
6929,0.0009765625,10
6930,0.0009765625,10
6931,0.001953125,9
6932,0.0009765625,10
6933,0.0009765625,10
6934,0.0009765625,10
6935,0.0009765625,10
6936,0.001953125,9
6937,0.0009765625,10
6938,0.0009765625,10
6939,0.0009765625,10
6940,0.001953125,9
6941,0.0009765625,10
6942,0.0009765625,10
6943,0.0009765625,10
6944,0.001953125,9
6945,0.0009765625,10
6946,0.0009765625,10
6947,0.0009765625,10
6948,0.0009765625,10
6949,0.001953125,9
6950,0.0009765625,10
6951,0.0009765625,10
6952,0.0009765625,10
6953,0.001953125,9
6954,0.0009765625,10
6955,0.0009765625,10
6956,0.0009765625,10
6957,0.0009765625,10
6958,0.001953125,9
6959,0.0009765625,10
6960,0.0009765625,10
6961,0.0009765625,10
6962,0.001953125,9
6963,0.0009765625,10
6964,0.0009765625,10
6965,0.0009765625,10
6966,0.001953125,9
6967,0.0009765625,10
6968,0.0009765625,10
6969,0.0009765625,10
6970,0.0009765625,10
6971,0.001953125,9
6972,0.0009765625,10
6973,0.0009765625,10
6974,0.0009765625,10
6975,0.001953125,9
6976,0.0009765625,10
6977,0.0009765625,10
6978,0.0009765625,10
6979,0.001953125,9
6980,0.0009765625,10
6981,0.0009765625,10
6982,0.0009765625,10
6983,0.0009765625,10
6984,0.001953125,9
6985,0.0009765625,10
6986,0.0009765625,10
6987,0.0009765625,10
6988,0.001953125,9
6989,0.0009765625,10
6990,0.0009765625,10
6991,0.0009765625,10
6992,0.001953125,9
6993,0.0009765625,10
6994,0.0009765625,10
6995,0.0009765625,10
6996,0.0009765625,10
6997,0.001953125,9
6998,0.0009765625,10
6999,0.0009765625,10
7000,0.0009765625,10
7001,0.001953125,9
7002,0.0009765625,10
7003,0.0009765625,10
7004,0.0009765625,10
7005,0.001953125,9
7006,0.0009765625,10
7007,0.0009765625,10
7008,0.0009765625,10
7009,0.0009765625,10
7010,0.001953125,9
7011,0.0009765625,10
7012,0.0009765625,10
7013,0.0009765625,10
7014,0.001953125,9
7015,0.0009765625,10
7016,0.0009765625,10
7017,0.0009765625,10
7018,0.001953125,9
7019,0.0009765625,10
7020,0.0009765625,10
7021,0.0009765625,10
7022,0.0009765625,10
7023,0.001953125,9
7024,0.0009765625,10
7025,0.0009765625,10
7026,0.0009765625,10
7027,0.001953125,9
7028,0.0009765625,10
7029,0.0009765625,10
7030,0.0009765625,10
7031,0.001953125,9
7032,0.0009765625,10
7033,0.0009765625,10
7034,0.0009765625,10
7035,0.0009765625,10
7036,0.001953125,9
7037,0.0009765625,10
7038,0.0009765625,10
7039,0.0009765625,10
7040,0.001953125,9
7041,0.0009765625,10
7042,0.0009765625,10
7043,0.0009765625,10
7044,0.001953125,9
7045,0.0009765625,10
7046,0.0009765625,10
7047,0.0009765625,10
7048,0.001953125,9
7049,0.0009765625,10
7050,0.0009765625,10
7051,0.0009765625,10
7052,0.0009765625,10
7053,0.001953125,9
7054,0.0009765625,10
7055,0.0009765625,10
7056,0.0009765625,10
7057,0.001953125,9
7058,0.0009765625,10
7059,0.0009765625,10
7060,0.0009765625,10
7061,0.001953125,9
7062,0.0009765625,10
7063,0.0009765625,10
7064,0.0009765625,10
7065,0.0009765625,10
7066,0.001953125,9
7067,0.0009765625,10
7068,0.0009765625,10
7069,0.0009765625,10
7070,0.001953125,9
7071,0.0009765625,10
7072,0.0009765625,10
7073,0.0009765625,10
7074,0.001953125,9
7075,0.0009765625,10
7076,0.0009765625,10
7077,0.0009765625,10
7078,0.001953125,9
7079,0.0009765625,10
7080,0.0009765625,10
7081,0.0009765625,10
7082,0.0009765625,10
7083,0.001953125,9
7084,0.0009765625,10
7085,0.0009765625,10
7086,0.0009765625,10
7087,0.001953125,9
7088,0.0009765625,10
7089,0.0009765625,10
7090,0.0009765625,10
7091,0.001953125,9
7092,0.0009765625,10
7093,0.0009765625,10
7094,0.0009765625,10
7095,0.0009765625,10
7096,0.001953125,9
7097,0.0009765625,10
7098,0.0009765625,10
7099,0.0009765625,10
7100,0.001953125,9
7101,0.0009765625,10
7102,0.0009765625,10
7103,0.0009765625,10
7104,0.001953125,9
7105,0.0009765625,10
7106,0.0009765625,10
7107,0.0009765625,10
7108,0.001953125,9
7109,0.0009765625,10
7110,0.0009765625,10
7111,0.0009765625,10
7112,0.001953125,9
7113,0.0009765625,10
7114,0.0009765625,10
7115,0.0009765625,10
7116,0.0009765625,10
7117,0.001953125,9
7118,0.0009765625,10
7119,0.0009765625,10
7120,0.0009765625,10
7121,0.001953125,9
7122,0.0009765625,10
7123,0.0009765625,10
7124,0.0009765625,10
7125,0.001953125,9
7126,0.0009765625,10
7127,0.0009765625,10
7128,0.0009765625,10
7129,0.001953125,9
7130,0.0009765625,10
7131,0.0009765625,10
7132,0.0009765625,10
7133,0.0009765625,10
7134,0.001953125,9
7135,0.0009765625,10
7136,0.0009765625,10
7137,0.0009765625,10
7138,0.001953125,9
7139,0.0009765625,10
7140,0.0009765625,10
7141,0.0009765625,10
7142,0.001953125,9
7143,0.0009765625,10
7144,0.0009765625,10
7145,0.0009765625,10
7146,0.001953125,9
7147,0.0009765625,10
7148,0.0009765625,10
7149,0.0009765625,10
7150,0.0009765625,10
7151,0.001953125,9
7152,0.0009765625,10
7153,0.0009765625,10
7154,0.0009765625,10
7155,0.001953125,9
7156,0.0009765625,10
7157,0.0009765625,10
7158,0.0009765625,10
7159,0.001953125,9
7160,0.0009765625,10
7161,0.0009765625,10
7162,0.0009765625,10
7163,0.0009765625,10
7164,0.001953125,9
7165,0.0009765625,10
7166,0.0009765625,10
7167,0.0009765625,10
7168,0.001953125,9
7169,0.0009765625,10
7170,0.0009765625,10
7171,0.0009765625,10
7172,0.001953125,9
7173,0.0009765625,10
7174,0.0009765625,10
7175,0.0009765625,10
7176,0.0009765625,10
7177,0.001953125,9
7178,0.0009765625,10
7179,0.0009765625,10
7180,0.0009765625,10
7181,0.001953125,9
7182,0.0009765625,10
7183,0.0009765625,10
7184,0.0009765625,10
7185,0.0009765625,10
7186,0.001953125,9
7187,0.0009765625,10
7188,0.0009765625,10
7189,0.0009765625,10
7190,0.001953125,9
7191,0.0009765625,10
7192,0.0009765625,10
7193,0.0009765625,10
7194,0.0009765625,10
7195,0.001953125,9
7196,0.0009765625,10
7197,0.0009765625,10
7198,0.0009765625,10
7199,0.001953125,9
7200,0.0009765625,10
7201,0.0009765625,10
7202,0.0009765625,10
7203,0.0009765625,10
7204,0.001953125,9
7205,0.0009765625,10
7206,0.0009765625,10
7207,0.0009765625,10
7208,0.001953125,9
7209,0.0009765625,10
7210,0.0009765625,10
7211,0.0009765625,10
7212,0.001953125,9
7213,0.0009765625,10
7214,0.0009765625,10
7215,0.0009765625,10
7216,0.0009765625,10
7217,0.001953125,9
7218,0.0009765625,10
7219,0.0009765625,10
7220,0.0009765625,10
7221,0.001953125,9
7222,0.0009765625,10
7223,0.0009765625,10
7224,0.0009765625,10
7225,0.001953125,9
7226,0.0009765625,10
7227,0.0009765625,10
7228,0.0009765625,10
7229,0.0009765625,10
7230,0.001953125,9
7231,0.0009765625,10
7232,0.0009765625,10
7233,0.0009765625,10
7234,0.001953125,9
7235,0.0009765625,10
7236,0.0009765625,10
7237,0.0009765625,10
7238,0.001953125,9
7239,0.0009765625,10
7240,0.0009765625,10
7241,0.0009765625,10
7242,0.0009765625,10
7243,0.001953125,9
7244,0.0009765625,10
7245,0.0009765625,10
7246,0.0009765625,10
7247,0.001953125,9
7248,0.0009765625,10
7249,0.0009765625,10
7250,0.0009765625,10
7251,0.001953125,9
7252,0.0009765625,10
7253,0.0009765625,10
7254,0.0009765625,10
7255,0.0009765625,10
